,X.1,X,Chamber,Chamber_pos,FishID,sex,pop,Channel,length,mass,mass_kg,Date,Temp,Weekday,Replicate,fitSlope,r_squared,MO2_mg_hr,MO2_mg_hr_kg,fifth_perc_MO2_mg_hr,fifth_perc_MO2_mg_hr_kg,tenth_perc_MO2_mg_hr,tenth_perc_MO2_mg_hr_kg,Sensor_Name,slope_background_avg,fitSlope_background_corrected,MO2_mg_hr_background_corrected,MO2_mg_hr_kg_backgroun_corrected,fifth_perc_MO2_mg_hr_background_corrected,fifth_perc_MO2_mg_hr_kg_background_corrected,tenth_perc_MO2_mg_hr_background_corrected,tenth_perc_MO2_mg_hr_kg_background_corrected
1984,1984,610,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,76,16.3598236,0.990734131,11.10059839,566.3570605,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,13.16271998,8.931274062,455.6772481,6.643661542,338.9623236,7.856260239,400.829604
1985,1985,611,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,78,21.74252958,0.990577334,14.75291511,752.6997506,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,18.54542596,12.58359079,642.0199382,6.643661542,338.9623236,7.856260239,400.829604
1986,1986,612,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,80,15.95009211,0.986880592,10.8225841,552.172658,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,12.75298849,8.653259774,441.4928456,6.643661542,338.9623236,7.856260239,400.829604
1987,1987,613,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,82,17.27934226,0.997816719,11.72451755,598.1896708,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,14.08223865,9.555193225,487.5098584,6.643661542,338.9623236,7.856260239,400.829604
1988,1988,614,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,84,17.85096873,0.980960349,12.11238211,617.9786792,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,14.65386512,9.94305779,507.2988668,6.643661542,338.9623236,7.856260239,400.829604
1989,1989,615,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,86,17.10981786,0.976505246,11.60949049,592.3209434,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,13.91271424,9.440166168,481.641131,6.643661542,338.9623236,7.856260239,400.829604
1990,1990,616,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,88,18.87506313,0.987880575,12.80725884,653.4315734,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,15.67795952,10.63793452,542.751761,6.643661542,338.9623236,7.856260239,400.829604
1991,1991,617,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,90,16.5851425,0.993567036,11.25348357,574.1573251,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,13.38803889,9.08415925,463.4775127,6.643661542,338.9623236,7.856260239,400.829604
1992,1992,618,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,92,17.46605807,0.986915114,11.85120945,604.6535434,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,14.26895445,9.681885128,493.973731,6.643661542,338.9623236,7.856260239,400.829604
1993,1993,619,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,94,16.61110368,0.992949838,11.27109896,575.0560692,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,13.41400006,9.101774632,464.3762568,6.643661542,338.9623236,7.856260239,400.829604
1994,1994,620,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,96,17.08780804,0.983813941,11.59455621,591.5589903,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,13.89070442,9.425231887,480.8791779,6.643661542,338.9623236,7.856260239,400.829604
1995,1995,621,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,98,15.55695055,0.994827501,10.55582654,538.5625788,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,12.35984693,8.386502221,427.8827664,6.643661542,338.9623236,7.856260239,400.829604
1996,1996,622,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,100,14.80273427,0.994537371,10.04406968,512.4525346,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,11.60563065,7.874745355,401.7727222,6.643661542,338.9623236,7.856260239,400.829604
1997,1997,623,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,102,12.28170594,0.995735257,8.333481371,425.177621,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,9.084602327,6.164157048,314.4978086,6.643661542,338.9623236,7.856260239,400.829604
1998,1998,624,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,104,16.75783499,0.987455828,11.37066026,580.1357276,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,13.56073137,9.201335937,469.4559152,6.643661542,338.9623236,7.856260239,400.829604
1999,1999,625,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,106,15.79567627,0.986735911,10.71780863,546.8269708,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,12.59857265,8.548484305,436.1471584,6.643661542,338.9623236,7.856260239,400.829604
2000,2000,626,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,108,18.17813328,0.994691979,12.33437242,629.3047152,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,14.98102966,10.1650481,518.6249028,6.643661542,338.9623236,7.856260239,400.829604
2001,2001,627,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,110,18.4826179,0.986751917,12.54097376,639.8456001,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,15.28551429,10.37164944,529.1657877,6.643661542,338.9623236,7.856260239,400.829604
2002,2002,628,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,112,12.69530805,0.978050892,8.614121978,439.4960193,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,9.49820443,6.444797655,328.8162069,6.643661542,338.9623236,7.856260239,400.829604
2003,2003,629,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,114,15.04256433,0.987248154,10.20680109,520.7551576,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,11.84546071,8.037476765,410.0753452,6.643661542,338.9623236,7.856260239,400.829604
2004,2004,630,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,116,18.00925329,0.990753262,12.21978262,623.4582969,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,14.81214968,10.0504583,512.7784845,6.643661542,338.9623236,7.856260239,400.829604
2005,2005,631,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,118,17.82702362,0.987902116,12.09613468,617.1497288,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,14.62992,9.926810361,506.4699164,6.643661542,338.9623236,7.856260239,400.829604
2006,2006,632,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,120,18.79243725,0.992009171,12.75119486,650.5711663,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,15.59533363,10.58187054,539.8913539,6.643661542,338.9623236,7.856260239,400.829604
2007,2007,633,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,122,17.44838238,0.973284243,11.839216,604.0416325,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,14.25127876,9.669891674,493.3618201,6.643661542,338.9623236,7.856260239,400.829604
2008,2008,634,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,124,14.90649421,0.992917153,10.1144737,516.0445767,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,11.70939059,7.945149379,405.3647643,6.643661542,338.9623236,7.856260239,400.829604
2009,2009,635,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,126,14.89548036,0.975414441,10.1070005,515.6632907,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,11.69837674,7.937676175,404.9834783,6.643661542,338.9623236,7.856260239,400.829604
2010,2010,636,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,128,13.18377692,0.97579103,8.945561789,456.4062137,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,9.986673307,6.776237466,345.7264013,6.643661542,338.9623236,7.856260239,400.829604
2011,2011,637,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,130,11.51031181,0.96635948,7.810068852,398.4729006,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,8.313208193,5.640744529,287.7930882,6.643661542,338.9623236,7.856260239,400.829604
2012,2012,638,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,132,13.40094007,0.973373234,9.092913065,463.924136,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,10.20383645,6.923588742,353.2443236,6.643661542,338.9623236,7.856260239,400.829604
2013,2013,639,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,134,18.82247339,0.993655133,12.77157522,651.6109809,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,15.62536977,10.6022509,540.9311685,6.643661542,338.9623236,7.856260239,400.829604
2014,2014,640,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,136,13.43436671,0.994181095,9.115593975,465.0813253,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,10.23726309,6.946269652,354.4015129,6.643661542,338.9623236,7.856260239,400.829604
2015,2015,641,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,138,16.32393621,0.991580094,11.07624779,565.1146831,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,13.12683259,8.906923466,454.4348707,6.643661542,338.9623236,7.856260239,400.829604
2016,2016,642,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,140,16.81031494,0.988892207,11.40626938,581.9525193,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,13.61321133,9.236945055,471.2727069,6.643661542,338.9623236,7.856260239,400.829604
2017,2017,643,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,142,18.16729369,0.985105775,12.32701745,628.9294618,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,14.97019007,10.15769313,518.2496494,6.643661542,338.9623236,7.856260239,400.829604
2018,2018,644,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,144,14.76868056,0.975298787,10.02096328,511.2736369,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,11.57157694,7.85163896,400.5938245,6.643661542,338.9623236,7.856260239,400.829604
2019,2019,645,9,a,R2R3P6,F,SOC,5,86,19.6,0.0196,7-Aug,28,Wednesday,146,12.50628564,0.997752972,8.485864982,432.952295,8.812985865,449.642136,10.02558456,511.5094164,5,3.197103617,9.309182022,6.316540659,322.2724826,6.643661542,338.9623236,7.856260239,400.829604
2020,2020,646,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,3,16.24055057,0.992230662,11.19740489,805.5686968,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.92301935,9.599531995,690.6138126,6.331698909,455.5179071,7.560400086,543.9136752
2021,2021,647,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,5,18.51073968,0.994657355,12.76263671,918.1753027,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,16.19320845,11.16476382,803.2204186,6.331698909,455.5179071,7.560400086,543.9136752
2022,2022,648,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,7,19.45471629,0.999104116,13.41348215,964.9987157,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,17.13718506,11.81560926,850.0438315,6.331698909,455.5179071,7.560400086,543.9136752
2023,2023,649,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,9,19.80303441,0.997046772,13.65363774,982.2760965,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,17.48550318,12.05576485,867.3212123,6.331698909,455.5179071,7.560400086,543.9136752
2024,2024,650,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,11,16.59219402,0.994524196,11.4398532,823.0110214,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.2746628,9.841980307,708.0561372,6.331698909,455.5179071,7.560400086,543.9136752
2025,2025,651,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,13,19.05660703,0.996201566,13.13899696,945.2515799,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,16.7390758,11.54112407,830.2966957,6.331698909,455.5179071,7.560400086,543.9136752
2026,2026,652,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,15,15.40055394,0.996264385,10.61825073,763.9029299,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.08302271,9.020377835,648.9480457,6.331698909,455.5179071,7.560400086,543.9136752
2027,2027,653,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,17,17.30913003,0.998122869,11.9341605,858.572698,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.99159881,10.33628761,743.6178138,6.331698909,455.5179071,7.560400086,543.9136752
2028,2028,654,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,19,15.566002,0.995180161,10.73232253,772.1095344,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.24847077,9.134449638,657.1546502,6.331698909,455.5179071,7.560400086,543.9136752
2029,2029,655,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,21,14.77012949,0.998603847,10.18359072,732.632426,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.45259827,8.585717832,617.6775419,6.331698909,455.5179071,7.560400086,543.9136752
2030,2030,656,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,23,15.5919289,0.994929498,10.7501984,773.3955684,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.27439767,9.15232551,658.4406842,6.331698909,455.5179071,7.560400086,543.9136752
2031,2031,657,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,25,16.50455299,0.99624683,11.37942716,818.6638245,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.18702177,9.781554271,703.7089403,6.331698909,455.5179071,7.560400086,543.9136752
2032,2032,658,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,27,17.81423467,0.995135534,12.282416,883.6270507,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,15.49670344,10.68454311,768.6721665,6.331698909,455.5179071,7.560400086,543.9136752
2033,2033,659,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,29,16.74094583,0.995176851,11.54241341,830.3894537,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.42341461,9.944540516,715.4345695,6.331698909,455.5179071,7.560400086,543.9136752
2034,2034,660,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,31,15.97563831,0.996045,11.0147553,792.4284387,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.65810708,9.416882408,677.4735545,6.331698909,455.5179071,7.560400086,543.9136752
2035,2035,661,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,33,16.70982129,0.992849928,11.5209539,828.8456045,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.39229006,9.923081012,713.8907203,6.331698909,455.5179071,7.560400086,543.9136752
2036,2036,662,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,35,15.33331573,0.998139582,10.57189186,760.5677599,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.0157845,8.974018972,645.6128757,6.331698909,455.5179071,7.560400086,543.9136752
2037,2037,663,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,37,15.40917272,0.997734338,10.62419314,764.3304414,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.0916415,9.026320245,649.3755572,6.331698909,455.5179071,7.560400086,543.9136752
2038,2038,664,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,39,14.56398572,0.991886397,10.04146036,722.4072204,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.24645449,8.443587473,607.4523362,6.331698909,455.5179071,7.560400086,543.9136752
2039,2039,665,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,41,14.4555729,0.977105227,9.966712758,717.0296948,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.13804167,8.368839868,602.0748106,6.331698909,455.5179071,7.560400086,543.9136752
2040,2040,666,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,43,14.75555848,0.986032465,10.17354442,731.9096705,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.43802726,8.575671529,616.9547863,6.331698909,455.5179071,7.560400086,543.9136752
2041,2041,667,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,45,10.81281609,0.98950755,7.455133932,536.3405706,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,8.495284858,5.857261042,421.3856865,6.331698909,455.5179071,7.560400086,543.9136752
2042,2042,668,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,47,14.55026357,0.99050478,10.03199932,721.7265699,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.23273234,8.434126431,606.7716857,6.331698909,455.5179071,7.560400086,543.9136752
2043,2043,669,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,49,16.596748,0.991531713,11.44299303,823.2369089,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.27921677,9.845120144,708.2820247,6.331698909,455.5179071,7.560400086,543.9136752
2044,2044,670,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,51,14.30398752,0.983364337,9.862198883,709.510711,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,11.98645629,8.264325993,594.5558268,6.331698909,455.5179071,7.560400086,543.9136752
2045,2045,671,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,53,13.69323855,0.990114738,9.441104568,679.216156,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,11.37570732,7.843231678,564.2612718,6.331698909,455.5179071,7.560400086,543.9136752
2046,2046,672,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,55,13.26464305,0.995057733,9.145599976,657.9568328,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,10.94711183,7.547727086,543.0019486,6.331698909,455.5179071,7.560400086,543.9136752
2047,2047,673,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,57,16.93708086,0.995658478,11.67764301,840.1182024,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.61954963,10.07977012,725.1633182,6.331698909,455.5179071,7.560400086,543.9136752
2048,2048,674,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,59,17.61997941,0.995731153,12.14848245,873.9915428,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,15.30244818,10.55060955,759.0366586,6.331698909,455.5179071,7.560400086,543.9136752
2049,2049,675,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,61,16.95463065,0.996991244,11.6897431,840.9887124,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.63709942,10.09187021,726.0338282,6.331698909,455.5179071,7.560400086,543.9136752
2050,2050,676,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,63,19.43549066,0.993761012,13.40022662,964.0450804,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,17.11795944,11.80235373,849.0901962,6.331698909,455.5179071,7.560400086,543.9136752
2051,2051,677,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,65,15.53696971,0.991896516,10.71230558,770.669466,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.21943848,9.114432687,655.7145818,6.331698909,455.5179071,7.560400086,543.9136752
2052,2052,678,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,67,17.16935881,0.992788468,11.83779216,851.6397237,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.85182759,10.23991927,736.6848396,6.331698909,455.5179071,7.560400086,543.9136752
2053,2053,679,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,69,13.53256709,0.977117525,9.330326095,671.2464817,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,11.21503586,7.732453205,556.2915975,6.331698909,455.5179071,7.560400086,543.9136752
2054,2054,680,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,71,14.87910538,0.993989191,10.25872654,738.0378808,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.56157415,8.660853653,623.0829966,6.331698909,455.5179071,7.560400086,543.9136752
2055,2055,681,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,73,15.5491847,0.994249611,10.72072747,771.2753578,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.23165347,9.122854583,656.3204736,6.331698909,455.5179071,7.560400086,543.9136752
2056,2056,682,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,75,17.24519563,0.994305481,11.89007952,855.4014044,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,14.9276644,10.29220663,740.4465202,6.331698909,455.5179071,7.560400086,543.9136752
2057,2057,683,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,77,16.08073398,0.993843832,11.08721582,797.6414259,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.76320276,9.48934293,682.6865417,6.331698909,455.5179071,7.560400086,543.9136752
2058,2058,684,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,79,16.03628089,0.992181953,11.05656666,795.4364502,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.71874966,9.458693767,680.481566,6.331698909,455.5179071,7.560400086,543.9136752
2059,2059,685,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,81,16.18290398,0.983329279,11.15765917,802.7092928,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.86537275,9.55978628,687.7544087,6.331698909,455.5179071,7.560400086,543.9136752
2060,2060,686,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,83,15.28402455,0.990237087,10.53790697,758.1228039,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.96649332,8.940034084,643.1679197,6.331698909,455.5179071,7.560400086,543.9136752
2061,2061,687,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,85,16.12642246,0.996997275,11.11871675,799.9076798,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.80889124,9.52084386,684.9527957,6.331698909,455.5179071,7.560400086,543.9136752
2062,2062,688,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,87,14.79819437,0.994388196,10.20294067,734.0245084,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.48066314,8.605067776,619.0696242,6.331698909,455.5179071,7.560400086,543.9136752
2063,2063,689,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,89,15.72386893,0.994644141,10.84116736,779.9400979,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.40633771,9.243294471,664.9852137,6.331698909,455.5179071,7.560400086,543.9136752
2064,2064,690,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,91,14.27953279,0.994716337,9.845338034,708.2977003,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,11.96200157,8.247465144,593.3428161,6.331698909,455.5179071,7.560400086,543.9136752
2065,2065,691,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,93,14.79502299,0.991564121,10.20075409,733.867201,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.47749177,8.602881204,618.9123168,6.331698909,455.5179071,7.560400086,543.9136752
2066,2066,692,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,95,13.53925239,0.991732812,9.334935423,671.578088,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,11.22172116,7.737062533,556.6232038,6.331698909,455.5179071,7.560400086,543.9136752
2067,2067,693,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,97,14.82406128,0.988607778,10.22077518,735.3075669,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.50653005,8.622902289,620.3526827,6.331698909,455.5179071,7.560400086,543.9136752
2068,2068,694,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,99,14.32935948,0.989619218,9.879692142,710.7692188,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.01182826,8.281819252,595.8143346,6.331698909,455.5179071,7.560400086,543.9136752
2069,2069,695,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,101,14.93150706,0.986355624,10.29485604,740.6371251,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.61397584,8.696983149,625.6822409,6.331698909,455.5179071,7.560400086,543.9136752
2070,2070,696,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,103,15.7405952,0.988071776,10.85269965,780.7697593,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.42306397,9.254826764,665.8148751,6.331698909,455.5179071,7.560400086,543.9136752
2071,2071,697,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,105,15.57072165,0.997210069,10.7355766,772.3436402,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.25319042,9.137703709,657.388756,6.331698909,455.5179071,7.560400086,543.9136752
2072,2072,698,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,107,15.52183175,0.982733395,10.70186838,769.9185884,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,13.20430052,9.103995489,654.9637042,6.331698909,455.5179071,7.560400086,543.9136752
2073,2073,699,10,b,R1O2O4,M,OCE,5,81,13.9,0.0139,7-Aug,28,Wednesday,109,14.54151659,0.995417257,10.02596853,721.2926997,7.929571799,570.4727913,9.158272976,658.8685594,5,2.317531227,12.22398536,8.428095636,606.3378155,6.331698909,455.5179071,7.560400086,543.9136752
